user_text,error_type,component_label,source
usb device not recognized issue,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
Graphics card fan loud also System slow overall,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU fan not working and PC very unresponsive,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display VGA,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"No display, GPU bottleneck",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
the gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
help gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
SSD performance plus Boot failure,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
no display issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU overheat warning System slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
graphics card overheating please,GPU Overheat,GPU Overheat,auto_corrected_from_test
help pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
"GPU temperature high, System slow",GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU cooling problem Computer slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC power flicker also PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
computer gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no signal also Low FPS problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
usb device not recognized please,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
laptop pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
WiFi connected no internet and USB not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
"No display, Need better graphics card",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc no display hdmi problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
CPU shutdown due to heat and Computer slow,CPU Overheat,CPU Overheat,auto_corrected_from_test
fix gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
graphics card overheating issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC dead after rain plus Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
Laptop charging light blink also PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
No internet on PC and USB device not recognized,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
Windows crash loop also PC stuck on logo,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
"Graphics card overheating, System slow",GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU temperature high System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU shutdown due to heat also System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC can't connect WiFi also USB port not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
laptop pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
computer gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC slow boot Boot failure,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
graphics card thermal throttle problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
the graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
my graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
help pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
no display issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc power flicker problem,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
laptop computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
help pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
computer graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
"Windows crash suddenly, Windows not starting",Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
gpu fan not working problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
the pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC slow boot and Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
my no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC start only sometimes and Boot failure,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC no display HDMI,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"Windows crash suddenly, Windows not starting",Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
my no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC no display HDMI, GPU performance issue",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
"CPU shutdown due to heat, PC slow after update, Need more memory",CPU Overheat,CPU Overheat,auto_corrected_from_test
Graphics card fan loud PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU temperature high also System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
graphics card overheating problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
help pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
CPU shutdown due to heat PC very unresponsive,CPU Overheat,CPU Overheat,auto_corrected_from_test
PC can't connect WiFi USB not detected,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
my computer problem,General Repair,General Repair,auto_corrected_from_test
Monitor not detected also Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC no display VGA, Need better graphics card",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc no display hdmi problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
the pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
GPU cooling problem also System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
computer pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
my gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU cooling problem plus PC very unresponsive,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu overheat warning problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
"Windows crash suddenly, Boot failure",Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
gpu fan not working issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
my cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
pc not start after update problem,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
PC restart again and again PC stuck on logo PC no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
fix gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC restart again and again and PC stuck BIOS and PC no signal display,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
graphics card overheating please,GPU Overheat,GPU Overheat,auto_corrected_from_test
"GPU shutdown due to heat, System slow",GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU shutdown due to heat plus PC very slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC dead after rain and Boot failure,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
my graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
CPU shutdown due to heat and PC very slow and Memory upgrade needed,CPU Overheat,CPU Overheat,auto_corrected_from_test
the pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
GPU shutdown due to heat System slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
my pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC start noise then off PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"Monitor not detected, Graphics not good enough",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
my pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
Need faster storage also Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
Storage too slow PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
laptop graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC start then off PC not boot No display,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
laptop graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
my cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
graphics card thermal throttle please,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
pc gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat also System slow,CPU Overheat,CPU Overheat,auto_corrected_from_test
PC no display HDMI,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC start only sometimes PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC on blank screen and Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
gpu shutdown due to heat please,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU fan not working and PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu overheat warning please,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
pc no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
graphics card overheating please,GPU Overheat,GPU Overheat,auto_corrected_from_test
no display issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC start then off PC stuck loading PC no display HDMI,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC restart again and again and PC stuck on logo and PC no display HDMI,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
help no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC no signal display plus Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
the gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC not detect WiFi, USB not working",Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
help gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
"Graphics card overheating, PC very slow",GPU Overheat,GPU Overheat,auto_corrected_from_test
Graphics card fan loud plus Computer slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
the graphics card too hot,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU thermal issue also PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
my pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC slow boot, Windows not starting",SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC dead after rain PC not boot No display,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC start then off and Boot failure and Monitor no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
my no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC no display VGA, GPU bottleneck",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC power flicker, PC stuck startup repair",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc no display hdmi problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
WiFi connected no internet Port not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
my no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
"No internet on PC, USB not working",Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
the gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix computer problem,General Repair,General Repair,auto_corrected_from_test
GPU temperature high plus PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu overheat warning issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
the pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
"GPU temperature high, PC slow performance",GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC slow loading programs also PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
the graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
usb device not recognized problem,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
WiFi connected no internet USB port not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
PC shutdown suddenly and PC stuck BIOS and PC no display VGA,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC start noise then off PC not start after update PC no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
my cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
computer gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
Graphics card thermal throttle System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC slow opening files and PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC not turning on plus Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
usb device not recognized problem,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
gpu temperature high issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
no display please,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
fix gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu fan not working problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat PC lag always RAM performance issue,CPU Overheat,CPU Overheat,auto_corrected_from_test
the computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
Computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
fix pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC restart again and again PC not start after update PC no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Need faster storage and PC stuck on logo,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
No internet on PC plus USB not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
PC start noise then off also Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC dead after rain PC not boot Monitor no signal,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
laptop no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC no display HDMI, Graphics not good enough",No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Monitor no signal Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC slow loading programs also Windows not starting,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC start only sometimes and Computer stuck booting and PC no signal display,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
my cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
the computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
gpu cooling problem issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu overheat warning please,GPU Overheat,GPU Overheat,auto_corrected_from_test
Laptop charging light blink plus Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Windows crash loop and Computer stuck booting,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
Windows crash suddenly and PC stuck on logo,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
pc pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"GPU fan not working, PC very unresponsive",GPU Overheat,GPU Overheat,auto_corrected_from_test
PC restart again and again plus PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU thermal issue plus PC very slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU fan not working also System slow overall,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC slow loading programs, Computer stuck booting",SSD Upgrade,SSD Upgrade,auto_corrected_from_test
Computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
CPU shutdown due to heat System sluggish Memory upgrade required,CPU Overheat,CPU Overheat,auto_corrected_from_test
"Graphics card overheating, PC very unresponsive",GPU Overheat,GPU Overheat,auto_corrected_from_test
PC on blank screen and Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc slow loading programs problem,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
computer graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
the gpu overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
laptop gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
the pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
help no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
the pc not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
the cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
PC no signal display also Graphics card upgrade needed,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
"Laptop charging light blink, Windows not starting",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
GPU overheat warning plus PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC not detect WiFi Port not working,Wi-Fi Adapter Upgrade,Wi-Fi Adapter Upgrade,auto_corrected_from_test
PC power flicker also PC not start after update,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Monitor not detected Need better graphics card,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
No display also GPU too weak,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
my no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
computer cpu shutdown due to heat,CPU Overheat,CPU Overheat,auto_corrected_from_test
PC not turning on and Boot failure,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc slow loading programs problem,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
cpu shutdown due to heat please,CPU Overheat,CPU Overheat,auto_corrected_from_test
graphics card overheating please,GPU Overheat,GPU Overheat,auto_corrected_from_test
graphics card too hot issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
Graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
my pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop gpu temperature high,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
the gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC power flicker Boot failure PC no display VGA,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc power flicker issue,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc no display vga issue,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc no display vga problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
pc not start after update please,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
"GPU shutdown due to heat, PC very slow",GPU Overheat,GPU Overheat,auto_corrected_from_test
pc no display vga please,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
laptop pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC no display VGA,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
cpu shutdown due to heat problem,CPU Overheat,CPU Overheat,auto_corrected_from_test
"PC slow loading programs, Windows not starting",SSD Upgrade,SSD Upgrade,auto_corrected_from_test
graphics card too hot please,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC not start after update,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
pc graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc no display hdmi please,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC start noise then off also Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
pc no display vga please,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Graphics card overheating and System sluggish,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display VGA and GPU too weak,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
PC start noise then off plus PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
PC no display VGA GPU too weak,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
graphics card fan loud please,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU cooling problem and PC slow performance,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc pc no display vga,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
graphics card overheating problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix graphics card overheating,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc power flicker,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
Graphics card overheating also System slow overall,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc usb device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
Graphics card thermal throttle plus System slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
USB device not recognized,USB / Port Issue,USB / Port Issue,auto_corrected_from_test
computer pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
computer pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
GPU cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix graphics card fan loud,GPU Overheat,GPU Overheat,auto_corrected_from_test
gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
the gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix gpu shutdown due to heat,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc no display vga problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
my computer problem,General Repair,General Repair,auto_corrected_from_test
laptop pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
PC dead after rain plus PC stuck on logo,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
my pc slow loading programs,SSD Upgrade,SSD Upgrade,auto_corrected_from_test
pc no display hdmi please,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC on blank screen and Low FPS problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Windows crash loop plus PC stuck on logo,Blue Screen (BSOD),Blue Screen (BSOD),auto_corrected_from_test
computer computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
help gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix gpu cooling problem,GPU Overheat,GPU Overheat,auto_corrected_from_test
fix gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC no display HDMI and Low FPS problem,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
Monitor not detected Graphics not good enough,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
help pc no display hdmi,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
PC not boot,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
GPU overheat warning,GPU Overheat,GPU Overheat,auto_corrected_from_test
Computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
"Graphics card fan loud, System sluggish",GPU Overheat,GPU Overheat,auto_corrected_from_test
pc gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
"PC shutdown suddenly, Windows not starting, No display",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
fix graphics card thermal throttle,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU shutdown due to heat plus PC slow after update,GPU Overheat,GPU Overheat,auto_corrected_from_test
GPU fan not working plus System slow,GPU Overheat,GPU Overheat,auto_corrected_from_test
pc not start after update please,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
pc no display,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
gpu thermal issue,GPU Overheat,GPU Overheat,auto_corrected_from_test
PC start only sometimes and Windows not starting,PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
No display also Graphics card not detect,No Display / No Signal,No Display / No Signal,auto_corrected_from_test
"PC power flicker, PC stuck BIOS",PSU / Power Issue,PSU / Power Issue,auto_corrected_from_test
the gpu fan not working,GPU Overheat,GPU Overheat,auto_corrected_from_test
computer stuck booting,Windows Boot Failure,Windows Boot Failure,auto_corrected_from_test
